ReservationId,GuestId,Hotel,Reservation Status,Source,Source,BookingDateTime,ArrivalDate,DepartureDate,ActualArrivalDateTime,ActualDepartureDateTime,NumberOfPersons
2759,5136775,Hotel1,Checked Out,GDS,Corporate Booking System,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2760,5136783,Hotel1,Checked Out,GDS,Corporate Booking System,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2761,619369,Hotel1,Checked Out,WEB,Website,02/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2762,5135020,Hotel1,Checked Out,WEB,Website,02/10/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2763,5135028,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2764,5136210,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2765,5135034,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2766,5136105,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2767,5135059,Hotel1,Checked Out,WEB,Website,02/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
2768,5135172,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2769,5157979,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2770,5157972,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,07/10/2018,11/10/2018,07/10/2018,11/10/2018,1
2771,5135323,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2772,5135259,Hotel1,Checked Out,GDS,Corporate Booking System,02/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2773,5151843,Hotel1,Checked Out,GDS,Corporate Booking System,02/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2774,5139556,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,06/10/2018,03/10/2018,06/10/2018,1
2775,2758582,Hotel2,Checked Out,WEB,Website,02/10/2018,03/10/2018,06/10/2018,03/10/2018,06/10/2018,1
2776,5135442,Hotel1,Checked Out,WEB,Website,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2777,5140323,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2778,2554348,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2779,5152036,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2780,5135638,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2781,5137282,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2782,5135688,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2783,5135691,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2784,5142082,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2785,5135752,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2786,325471,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,1
2787,5135968,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2788,5139889,Hotel1,Checked Out,GDS,Corporate Booking System,02/10/2018,03/10/2018,06/10/2018,03/10/2018,06/10/2018,1
2789,5152057,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2790,5139327,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
2791,5144559,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,1
2792,4624165,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2793,5125080,Hotel2,Checked Out,WEB,Website,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2794,4702798,Hotel1,Checked Out,WEB,Website,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2795,5140012,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,2
2796,5136114,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,2
2797,5136127,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2798,4853316,Hotel1,Checked Out,DIR,Phone/walk-in,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2799,4510575,Hotel1,Checked Out,WEB,Website,02/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
2800,5141976,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2801,5143215,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2802,5136733,Hotel1,No Show,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,NULL,NULL,2
2803,5136733,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
2804,5152081,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2805,5136552,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2806,5136595,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2807,5136594,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2808,5146704,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2809,5136585,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
2810,5141514,Hotel2,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2811,5156860,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2812,5156856,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2813,5141485,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2814,5136573,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2815,1980811,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2816,5155792,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,06/10/2018,09/10/2018,06/10/2018,09/10/2018,1
2817,5137105,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2818,5150551,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
2819,5136660,Hotel1,Checked Out,WEB,Website,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2820,5136769,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
2821,5136835,Hotel2,Checked Out,WEB,Website,02/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2822,2398368,Hotel1,Checked Out,WEB,Website,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2823,5148843,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2824,5196910,Hotel1,Cancelled,OTA,Online Travel Agency,02/10/2018,06/10/2018,07/10/2018,NULL,NULL,1
2825,5137227,Hotel1,Checked Out,OTA,Online Travel Agency,02/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2826,5137279,Hotel1,Checked Out,WEB,Website,03/10/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,2
2827,5137290,Hotel1,Checked Out,WEB,Website,03/10/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2828,5137428,Hotel1,Checked Out,DIR,Phone/walk-in,03/10/2018,03/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2829,5137530,Hotel1,Checked Out,ITESSO,Website,03/10/2018,03/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2830,5137563,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,1
2831,5157624,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
2832,5141992,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2833,5137617,Hotel2,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2834,5137621,Hotel1,Checked Out,ITESSO,Website,03/10/2018,03/10/2018,03/10/2018,03/10/2018,03/10/2018,1
2835,5140500,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2836,5141025,Hotel2,Checked Out,WEB,Website,03/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2837,5137650,Hotel2,Cancelled,WEB,Website,03/10/2018,05/10/2018,06/10/2018,NULL,NULL,2
2838,5137650,Hotel2,Cancelled,WEB,Website,03/10/2018,05/10/2018,06/10/2018,NULL,NULL,2
2839,5137650,Hotel2,Checked Out,WEB,Website,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2840,5137650,Hotel2,Checked Out,WEB,Website,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2841,5156005,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,07/10/2018,07/10/2018,1
2842,5146737,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2843,5137716,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2844,5137726,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2845,5154598,Hotel2,Checked Out,GDS,Corporate Booking System,03/10/2018,06/10/2018,08/10/2018,06/10/2018,08/10/2018,1
2846,24531,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2847,5144011,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2848,5139622,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2849,5137881,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2850,2674093,Hotel1,Cancelled,WEB,Website,03/10/2018,06/10/2018,07/10/2018,NULL,NULL,1
2851,5043261,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2852,5167548,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2853,5137938,Hotel1,No Show,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,NULL,NULL,1
2854,5140779,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2855,5172258,Hotel2,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2856,5146314,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,2
2857,5146321,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,1
2858,5138034,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2859,347823,Hotel1,Checked Out,WEB,Website,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2860,5150443,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
2861,5158740,Hotel1,Checked Out,WEB,Website,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2862,5151022,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2863,5155395,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2864,5138160,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2865,5138196,Hotel2,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2866,5141347,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2867,5141838,Hotel2,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2868,5138310,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2869,361276,Hotel1,Checked Out,WEB,Website,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
2870,5138361,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2871,2624559,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2872,1691800,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2873,5157283,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,09/10/2018,07/10/2018,09/10/2018,1
2874,5138883,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2875,5052669,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2876,200737,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2877,5138569,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2878,5138572,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2879,5150718,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2880,5155762,Hotel1,Checked Out,WEB,Website,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
2881,5139933,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2882,5158354,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2883,294756,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2884,5138884,Hotel2,Checked Out,ITESSO,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2885,5152345,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2886,65193,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2887,5139121,Hotel2,Cancelled,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,NULL,NULL,2
2888,4523970,Hotel1,Checked Out,DIR,Phone/walk-in,03/10/2018,06/10/2018,07/10/2018,07/10/2018,07/10/2018,1
2889,5152479,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2890,5049216,Hotel1,Checked Out,DIR,Phone/walk-in,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2891,5139310,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2892,5139310,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2893,5143905,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2894,5152699,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2895,5140615,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2896,5142147,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2897,5222506,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2898,4361448,Hotel1,Checked Out,WEB,Website,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2899,5157027,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
2900,4885084,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2901,5154534,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2902,5154183,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
2903,5139805,Hotel1,Checked Out,WEB,Website,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2904,5158857,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
2905,5139882,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2906,5159116,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2907,114847,Hotel1,Checked Out,WEB,Website,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2908,5142001,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2909,5140027,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,05/10/2018,06/10/2018,06/10/2018,06/10/2018,1
2910,205411,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2911,5158266,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
2912,4375146,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
2913,5140215,Hotel1,Checked Out,WEB,Website,03/10/2018,06/10/2018,08/10/2018,06/10/2018,08/10/2018,2
2914,5152632,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2915,4852452,Hotel2,Checked Out,WEB,Website,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
2916,5158782,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2917,5158783,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2918,5145720,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,07/10/2018,04/10/2018,07/10/2018,1
2919,5122041,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2920,5147806,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2921,5193462,Hotel2,Checked Out,GDS,Corporate Booking System,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2922,1091835,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2923,5147679,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2924,5156205,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,07/10/2018,09/10/2018,07/10/2018,09/10/2018,1
2925,3028147,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2926,5155240,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2927,5140852,Hotel1,Checked Out,ITESSO,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2928,5187372,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2929,5151780,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2930,5151780,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2931,5157042,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
2932,5141101,Hotel2,Cancelled,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,NULL,NULL,2
2933,36112,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2934,5131894,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2935,5141505,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2936,5149519,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2937,5174746,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2938,5141389,Hotel1,Checked Out,GDS,Corporate Booking System,07/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2939,5141403,Hotel2,No Show,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,NULL,NULL,2
2940,536104,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2941,5143074,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2942,1818490,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,08/10/2018,08/10/2018,1
2943,5141475,Hotel1,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2944,5142057,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
2945,5154108,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2946,5154819,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,08/10/2018,06/10/2018,08/10/2018,2
2947,5154819,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,08/10/2018,06/10/2018,08/10/2018,2
2948,2305824,Hotel1,Cancelled,WEB,Website,03/10/2018,06/10/2018,08/10/2018,NULL,NULL,2
2949,2305824,Hotel1,Cancelled,WEB,Website,03/10/2018,06/10/2018,08/10/2018,NULL,NULL,2
2950,5155501,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
2951,5131593,Hotel2,Cancelled,OTA,Online Travel Agency,03/10/2018,06/10/2018,07/10/2018,NULL,NULL,2
2952,5158348,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
2953,5141725,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
2954,5150037,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,08/10/2018,05/10/2018,08/10/2018,2
2955,5145670,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2956,1511134,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
2957,5151505,Hotel1,Checked Out,OTA,Online Travel Agency,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2958,5152593,Hotel1,Checked Out,GDS,Corporate Booking System,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2959,5141959,Hotel2,Checked Out,WEB,Website,03/10/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
2960,5141977,Hotel2,Checked Out,OTA,Online Travel Agency,03/10/2018,04/10/2018,08/10/2018,04/10/2018,08/10/2018,1
2961,5142013,Hotel2,Checked Out,WEB,Website,03/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2962,5142013,Hotel2,Checked Out,WEB,Website,03/10/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
2963,5151838,Hotel1,Checked Out,WEB,Website,03/10/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
2964,316041,Hotel1,Checked Out,WEB,Website,03/10/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
2965,4936450,Hotel2,Cancelled,DIR,Phone/walk-in,03/10/2018,03/10/2018,06/10/2018,NULL,NULL,2
2966,1901833,Hotel1,Checked Out,WEB,Website,04/10/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
